customer_id,join_date,Tenure_days,Recency_days,Frequency_orders,last_purchase_days,Target_Code
use***3793,2025-04-22,253,129,4,156.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
use***506,2025-09-16,106,15,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
lov***4735,2025-06-17,197,32,10,62.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
use***r3586,2025-04-05,270,74,5,149.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
gue***mv6855,2025-09-24,98,0,1,12.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
lee***p3595,2025-10-28,64,0,1,0.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
lee***5903,2025-10-31,61,38,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
lee***573,2025-05-19,226,89,8,179.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
kim***4524,2025-10-16,76,30,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
par***m9652,2025-11-15,46,1,1,9.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
kan***y3223,2025-10-18,74,5,1,12.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
blu***n8137,2025-04-07,268,120,7,158.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
blu***9062,2025-09-30,92,0,1,0.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sta***n6150,2025-08-18,135,38,8,87.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sta***q5134,2025-08-22,131,42,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
lov***jb2868,2025-09-12,110,57,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
lee***f6918,2025-11-07,54,4,1,4.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
lov***8699,2025-04-02,273,61,4,166.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
hap***mi2689,2025-09-22,100,1,1,9.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sun***nyr8993,2025-08-19,134,43,2,67.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
hap***a5108,2025-08-07,146,31,12,85.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sun***cl1944,2025-03-03,303,45,2,158.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sun***fub1076,2025-10-16,76,32,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
lee***k5146,2025-05-26,219,28,3,85.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sun***e3603,2025-10-07,85,38,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
par***a329,2025-12-14,17,3,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sun***ltj1605,2025-09-25,97,60,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
gue***pbs6833,2025-11-21,40,1,1,9.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
gue***jr3705,2025-12-13,18,13,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
blu***yy5972,2025-12-24,7,2,1,7.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
gue***xew1724,2025-10-22,70,25,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sun***u5489,2025-11-11,50,5,1,6.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
kim***32,2025-10-16,76,50,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
par***4339,2025-04-20,255,48,9,170.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
use***m3944,2025-07-12,172,9,15,61.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
blu***y1966,2025-11-13,48,2,1,9.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
par***x6458,2025-09-24,98,47,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sun***djr8454,2025-12-06,25,1,1,13.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
par***7330,2025-11-14,47,3,1,12.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
kim***p2565,2025-05-06,239,90,4,138.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
par***ro4331,2025-10-24,68,8,1,8.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sta***j9463,2025-02-07,327,177,3,178.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sta***xo8173,2025-11-17,44,13,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
gue***vp234,2025-11-27,34,1,1,4.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sky***h59,2025-10-17,75,0,1,0.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sta***2994,2025-06-29,185,46,12,70.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
kan***4004,2025-11-16,45,6,1,7.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
jun***zw9812,2025-09-02,120,52,4,89.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
jun***3055,2025-07-25,159,59,15,80.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
par***n1793,2025-09-23,99,26,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
use***bp4533,2025-08-17,136,38,10,75.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sky***4587,2025-03-18,288,74,14,89.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
moo***m9992,2025-09-23,99,47,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
kim***g3279,2025-04-08,267,111,6,144.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
use***6656,2025-11-29,32,1,1,1.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
blu***b9845,2025-02-21,313,64,10,188.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
lee***o5302,2025-10-28,64,3,1,12.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
lee***5586,2025-09-25,97,25,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
use***qr3829,2025-09-26,96,2,1,3.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
lov***me9668,2025-11-16,45,3,1,7.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
hap***lk6479,2025-02-26,308,94,8,176.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
kan***el9200,2025-04-04,271,39,5,173.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
lee***5327,2025-05-22,223,141,2,145.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
lee***77,2025-08-27,126,43,3,66.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
kan***2764,2025-04-06,269,182,8,194.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
use***2355,2025-12-11,20,4,1,12.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
lov***424,2025-07-01,183,117,3,133.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
lee***793,2025-03-05,301,71,6,172.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
cho***5929,2025-02-06,328,76,9,192.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
lov***i9913,2025-11-23,38,23,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sta***1978,2025-11-09,52,2,1,5.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
hap***co4402,2025-11-17,44,13,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
blu***o2209,2025-11-16,45,6,1,7.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
hap***c7223,2025-03-19,287,147,9,187.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
blu***g8434,2025-04-06,269,172,2,180.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
kan***4302,2025-11-16,45,5,1,9.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
lov***gp9986,2025-07-08,176,32,7,86.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
jun***el1947,2025-11-05,56,3,1,12.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
jun***x4360,2025-07-03,181,61,12,74.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
use***t6249,2025-04-22,253,50,2,77.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sky***283,2025-06-07,207,30,9,90.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
hap***on650,2025-05-12,233,89,7,122.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
par***g5812,2025-04-21,254,115,4,138.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
lov***t3112,2025-12-10,21,5,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
par***m7139,2025-08-28,125,36,10,66.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
gue***ta4464,2025-06-15,199,84,7,120.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sta***6317,2025-11-01,60,1,1,1.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
kim***p6366,2025-08-24,129,32,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sky***842,2025-12-28,3,2,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
use***3053,2025-10-20,72,24,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
lov***uq7638,2025-05-22,223,39,4,85.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
cho***s5500,2025-09-06,116,28,10,82.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sun***hf7731,2025-12-04,27,18,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
lov***zp9534,2025-09-29,93,18,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
jun***oa9275,2025-04-06,269,114,4,177.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
kan***zj5406,2025-11-07,54,0,1,0.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
blu***iy1654,2025-10-30,62,49,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
par***5073,2025-05-24,221,19,2,71.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
par***c5323,2025-05-05,240,51,14,79.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sun***xsb5556,2025-10-19,73,0,1,1.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
blu***s1123,2025-05-14,231,38,9,125.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
lov***f2645,2025-09-28,94,9,1,12.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
moo***ul2028,2025-06-18,196,37,2,140.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
par***kx6729,2025-08-30,123,32,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
lee***y7787,2025-05-08,237,149,6,159.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
kan***a5179,2025-06-07,207,61,3,160.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
gue***t7836,2025-07-04,180,42,10,136.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
jun***w118,2025-11-04,57,9,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
cho***9125,2025-07-01,183,63,5,67.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
par***8863,2025-10-18,74,33,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
blu***3496,2025-11-08,53,3,1,4.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
use***9788,2025-05-17,228,42,10,169.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
