Topic,Review_Raw,Tokens,Representative_document
62,"요새 샌달우드 향에 빠져서 처음 헤어오일을 만나고..그 후에 샴푸도 사고 향수도 사고 아주 열심히 사용중이에요~~ 향수는 3종류 다 써봤는데,다 고급스럽고 향이 달라요~~",요새 우드 처음 헤어 오일 샴푸 향수 향수 종류 고급 다르다,True
23,향기가 은은하게 오래가서 참 조이요^^,향기,True
3,조아요 잘 스며드는 편이에요 ㅎㅎ강추,조아,True
3,적당한 향기 적당한 무난한 재구매는 안할듯,향기,True
13,"처음에 생각보다 향이 강하고 남자화장품같아서 솔직히 첫날은 엇! 그랬는데 쓰다보니 익숙해져서 또 잘쓰고 있어요 머리말리고 나면 강한향은 사라지고 은은한 향만 남아요 호불호가 왜 있는지는 알것같아요 제품기능면에서 확실히 가격대만큼 차이가 있었어요 향이 확실히 오래가고 트리트먼트로도 좋었어요 머릿결이 부드러워지고 잘헹궈진다 느꼈고 두피와 모발에 쓰는 제품이라 두피트러블 걱정이 덜한점도 좋았습니다 저는 여러모로 맘에드는점이 많아서 호불호중에는 호 그리고 재구매의사도 있어요 
같은향 헤어오일도 샀는데 오일과 트리트먼트 향은 살짝 다른느낌 저는 트리트먼트 향이 더 좋았어요",처음 강하다 남자 화장품 첫날 머리 강하다 호불호 기능 가격대 차이 트리트먼트 머릿결 두피 모발 두피 트러블 걱정 호불호 의사 헤어 오일 오일 트리트먼트 다르다 트리트먼트,True
7,"롱테이크 NEW 트리트먼트 (샌달우드/블랙티앤피그)
샌달우드 인텐시브 트리트먼트 200ml

롱테이크 제품들 향이 좋아서 헤어 제품들은 롱테이크만 쓰고 있어요 그중에서도 특히 샌달우드 향을 참 좋아합니다 헤어오일이랑 같이 쓰면 더 좋아요",테이크 트리트먼트 우드 블랙 피그 시브 트리트먼트 테이크 헤어 테이크 우드 헤어 오일,True
2,"Sandal wood intensive trial kit
Shampoo treatment hair oil
Intensively repairs and strengthens day & damaged hair

여행용으로 아주 좋아요.",여행,True
59,조아요 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,조아,True
59,조아요 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,조아,True
3,배송도 빠르고 좋아여~~~~~~~~~~~,빠르다,True
23,향기가오래가고 은은하게 퍼져요~~~^^,향기,True
3,배송 빠르게 잘 받았습니다,빠르다,True
-1,"한번 써보고 다시 재구매 하는 제품 입니다 너무 좋아요 온 가족이 잘 쓰고 있어요,",가족,True
3,"여행용 써보고 맘에들어 구매했어요.
제발~가격 올리지 말아줘요~",여행,True
45,"모든점에서 마음에듭니다
좋은 제품 감사합니다",감사,True
-1,선물줬는데만족해합니다.믿고구매했어요감사합니다,감사,True
15,부드러워요 향기로와요 강추 합니다.,향기,True
3,조아용 선물했어요 추천합니다,조아,True
58,"있던데 이 샴푸는 정말 잘 만든 것 같아요~!! 감고나서 깔끔하면서도 머릿결이 엉키는 느낌이 없이 부드러웠어요~ 그리고 정말로 거품이 크림같이 쫀득하고 풍성해요! 향도 거부감 없는 허브향이고 인공향료가 아닌 점도 맘에 들어요~ 무엇보다 탈모증상완화 효과가 있어서 가장 마음에 들었어요~!! 유산균이 들어가서 두피가 건강해질 것 같아요~ 전성분이 착하면서도 모든면에서 만족스러운 제품은 정말 오랜만이네요!!
패키지 디자인도 깔끔하고 산뜻해서 좋았어요",샴푸 머릿결 거품 크림 쫀득하다 풍성 거부감 허브 인공 향료 탈모 증상 완화 효과 유산균 두피 건강 성분 착하다 오랜만 패키지 디자인,True
79,"지난번 마몽드 어메이징 딥 민트 클렌징폼을 사면서 받은 샘플을 사용해본뒤 너무 좋아서 본품도 구매했어요~🤩
저는 스킨처럼바르는것보단 닦토로 바르면서 피부표면정리해주면 더 좋은것 같아서 닦토로 사용해요~
이 제품 사용하면 피부에 광도 더 좋아지고 화장도 잘 먹어서 들뜸이 적어져 너무 좋아요!!",지난번 어메이징 민트 클렌징 샘플 스킨 닦토 피부 표면 정리 닦토 피부 화장,True
24,"수부지 민감성 피부인데 자극없이 트러블 없이 사용할 수 있어서 좋아요. 메이크업은 잘 지워집니다. 롤링하기 좋게 사용감도 엄청 부드럽고 마음에 들어요. 블랙헤드에도 효과가 있으면 좋겠네요. 
아쉬운 점은 속뚜껑이 분명 있는데 제품을 개봉하면 속뚜껑 없이 사용하게끔 만들어졌네요. 뒤로 여는 뚜껑만 열어서는 속뚜껑이 열리지 않아서 뚜껑을 돌려서 열어야지만 속뚜껑을 들어낼 수 있었어요. 
사진처럼 본통 뚜껑에 스파츌라를 끼워두었네요. 
이런 클렌징밤 제품도 튜브형으로 나오면 더 좋겠다 싶어요. 뚜껑 열고 스파츌라 빼서 쓰고 다시 끼워두고 하는것도 번거롭다보니.. 
가격이 단점이긴 한데 메이크업 잘 지워지는거 보면 아깝진 않은것 같아서 추가구매 했습니다. 

지금 같이 주는 세안밴드 아주 맘에 듭니다. 너무 짱짱하지도 헐겁지도 않아서 딱 좋아요",수부 피부 자극 트러블 메이크업 롤링 블랙 헤드 효과 뚜껑 개봉 뚜껑 뚜껑 뚜껑 뚜껑 뚜껑 사진 뚜껑 스파츌라 클렌징 튜브 뚜껑 스파츌라 단점 메이크업 추가 세안 밴드,True
46,"클렌징오일 사용하다가 피부에 잘 안맞아서 다른 클렌징 제품 뭐 있을까하다가 유튜브에서 보고 요제품 사용해보게됐어요
메이크업이 잘 지워져서 좋아요 사용후에 미끌거리지 않고 산뜻한 마무리가 마음에 듭니다 향도 은은하니 좋아요",클렌징 오일 피부 클렌징 유튜브 메이크업 마무리,True
72,전 보다 흉터가 옅어졌어요 꾸준히 바르면 사라질 거 같아요 냄새도 괜찮고 생각보다 쿨링감은 없었어요 건성인 저한텐 엄청 촉촉하진 않았어요 그래도 충분히 수분감 있고 좋아요 얼굴에 누런끼가 있었는데 좀 하얘지고 얼룩덜룩 한 것도 없어진 느낌이에요,흉터 냄새 괜찮다 건성 촉촉하다 수분 얼굴,True
1,촉촉하고 좋아요. 아직 피부가 맑아졌다는 느낌은 없지만 꾸준히 써보려고 합니다.,피부,True
61,"이거는 저는 조금 당기는 느낌이나는데
여름에 쓰기좋은거 같애요",여름,True
-1,촉촉하니 좋네요~ 맘에 들어요!재구매 의사 있어요~,의사,True
3,"배송 진짜 빠르네요 
미친 배송
제품도 너무좋아요",빠르다,True
42,마몽드 모이스처 세라마이드 스킨 소프너 모이스처 세라마이드 스킨 소프너 스킨 소프너 세라마이드 모이스처 수분 촉촉 마몽드 수분감 보 습 스킨 소프너 모이스처 세라마이드 마몽드 모이스처 세라마이드 마몽드 스킨 소프너 좋아요 굿굿,모이스처 세라마이드 스킨 소프너 모이스처 세라마이드 스킨 소프너 스킨 소프너 세라마이드 모이스처 수분 수부 스킨 소프너 모이스처 세라마이드 모이스처 세라마이드 스킨 소프너,True
3,"배송이 진짜빨라요!
세일해서 쟁여템으로 구매했습니다",빠르다,True
-1,촉촉하고 산뜻한 느낌이에요. 피부에 잘 맞습니다,피부,True
1,제 피부에 딱 맞는 제품 입니다.,피부,True
-1,"빠른 배송으로 잘 받았어요.
향도 좋고 마음에 들어요",빠르다,True
5,"아주 좋아요. 봄 봄 봄.
촉촉피부. 굿",피부,True
45,잘쓰고있습니다. 감사합니다.,감사,True
45,잘받았습니다. 감사합니다.,감사,True
3,배송도 빠르고 제품도 너무좋네요 ㅋㅋ,빠르다,True
3,배송 빨라서 좋아요,빠르다,True
3,가볍고 오래쓰기 조아요~!,조아,True
8,나의 피부에 아주 잘 맞는 제품인 것 같으면서도 피부 속 깊숙이 마스크팩 성분이 들어가서 아주 기분좋게 마스크팩을 사용할 수가 있었습니다. 그리고 기분도 좋아지고 마스크팩에 대한 어떠한 신뢰감도 생겨나고는 했었던 것 같아요,피부 피부 마스크 성분 기분 마스크 기분 마스크 신뢰감,True
-1,어떤 마스크 팩 구매할까 하다가 세일도 하고 해서 구매했는데 하고 나니 정말 촉촉하니 너무 좋네요,마스크,True
3,배송도 빠르고 좋아요ㅎㅎㅎ 가격맞추려고 구매했습니당,빠르다,True
-1,"마스크팩 세일해서 구매했어요
가볍게 사용하기 적당합니다",마스크,True
8,마스크팩 쓸만해서 재구매 했어요.좋아요.달 쓸께요.,마스크,True
3,"촉촉해서 아주 좋았습니당
피부가 탄탄해진 느낌~",피부,True
3,"완전촉촉
새로운 피부가 살아나는느낌이랄까요ㅋ",피부,True
-1,"은은하고 상쾌하고
향이 너무 좋아요
감사합니다",감사,True
34,잘받았습니다 잘쓰겠습니다 감사합니다 고맙습니다 감사해요,감사 감사,True
45,아주 조아요 잘 샀어요 감사합니다 ㅎㅎ 아주 조아요 조아요 잘 샀어요 감사합니다 ㅎㅎ 아주 조아요 조아요 잘 샀어요 감사합니다 ㅎㅎ 아주 조아요 조아요 잘 샀어요 감사합니다 ㅎㅎ 아주 조아요 조아요 잘 샀어요 감사합니다,조아요 감사 조아 조아요 감사 조아 조아요 감사 조아 조아요 감사 조아 조아요 감사,True
45,잘쓰고있습니다. 감사합니다. 잘쓰고있습니다. 감사합니다.,감사 감사,True
34,잘받았습니다 잘쓰겠습니다 감사합니다,감사,True
3,배송빠르고 좋네요 사는게 젤싸게 같아요 싸게 사서 만족해요,빠르다,True
60,아ㅗ드오 삭ㅇㄱ은 얼아나 허울 야디머괴 애시 니ㅐ삿 ㅣㅇ자시아함 오범 옷 행복 오색 하나 고옷 고양ㅇ 싱디올 하는 것이믈 나는 모시핼 고이 깅뇨ㅗ믹 이소리ㅣㄱ 아ㅗㅇㄱ울 하깅 나빙 깅모일 기유ㅣ기. 시뢰쇡 요호자인 미아,허울 야디머괴 애시 자시아함 행복 오색 고양 것이믈 모시핼 깅뇨 이소리 하깅 나빙 깅모 시뢰쇡 요호자 미아,True
66,"마몽드 프로바이오틱스 세라마이드 2종
세트 구성 아주 좋습니다
부드럽게 흡수도 잘 되고 잔향도 은은하고 촉촉하고 좋아요.",프로바이오틱스 세라마이드 세트 구성 흡수,True
66,"마몽드 프로바이오틱스 세라마이드 2종 세트 구성 좋고 사은품도 좋습니다 
부드럽게 흡수되고 향도 은은하고 촉촉 합니다",프로바이오틱스 세라마이드 세트 구성 흡수,True
66,"마몽드 프로바이오틱스 세라마이드 2종
세트 아주 좋습니다?
부드럽게 흡수도 잘 되고 잔향도 은은하고 촉촉하고 좋습니다.",프로바이오틱스 세라마이드 세트 흡수,True
66,"마몽드 프로바이오틱스 세라마이드 2종 세트 
부드럽고 촉촉하고 사용감도 매끄럽고 좋아요.",프로바이오틱스 세라마이드 세트,True
34,잘받았습니다 좋아요 감사합니다 더 사용해봐겠어요,감사,True
3,사용해보니 순하고 촉촉하고 향이 좋아요,순하다 촉촉하다,True
34,잘받았습니다 감사합니다,감사,True
3,좋아요~ 향기도 좋다고 하네요~~,향기,True
8,"마스크팩을 잘못 쓰면 오히려 땡기고 자극감이 느꺄지는데 
이 제품은 그렇지 않아서 좋아요",마스크 자극 느꺄,True
3,마스크팩이 똑 떨어져서 샀어요 싸게 사서 좋아요,마스크,True
-1,워낙 좋은 재품이라 마스크팩도 믿고 구매해봅니당,마스크,True
3,피부가 촉촉해져서 좋습니다 만족하고있어요,피부,True
34,잘받았습니다 잘쓰겠습니다 감사합니다 고맙습니다 감사해요,감사 감사,True
34,잘받았습니다 잘쓰겠습니다 감사합니다 고맙습니다,감사,True
-1,좋아요 만족합니다 감사합니다 추천합니다,감사,True
-1,팩을 오래 하지 않았어도 피부에 빛이 나요 재구매 할게요,피부,True
-1,"끈적거리지않아서 좋아요
촉촉함과 함께 은은한 향기도 good",향기,True
3,"무난한 마스크팩입니다
세일할 때 구매하기 좋아요 굿",마스크,True
3,무난하게 사용할 수 있는 마스크팩인거 같네요,마스크,True
3,피부결이 밝아지고 훨씬 부드러워졌어요,피부,True
8,보통 마스크와 비슷한 것 같습니다!!!,마스크,True
34,잘받았습니다 잘쓰겠습니다 감사합니다 고맙습니다 감사해요,감사 감사,True
-1,마스크팩 사용해보니 촉촉하고 좋아요,마스크,True
3,마몽드 마스크팩 촉촉해서 맘에 들어요,마스크,True
3,마몽드 마스크팩 촉촉하고 좋습니가 ^^,마스크,True
-1,촉촉하고 좋습니다 재구매의사가 있습니다.,의사,True
3,마몽드 마스크 잘받았어요 많이파세요,마스크,True
45,아주 조아요 잘 샀어요 감사합니다 ㅎㅎ 아주 조아요 조아요 잘 샀어요 감사합니다 ㅎㅎ 아주 조아요 조아요 잘 샀어요 감사합니다 ㅎㅎ 아주 조아요 조아요 잘 샀어요 감사합니다 ㅎㅎ 아주 조아요 조아요 잘 샀어요 감사합니다,조아요 감사 조아 조아요 감사 조아 조아요 감사 조아 조아요 감사 조아 조아요 감사,True
34,잘받았습니다 잘쓰겠습니다 감사합니다 고맙습니다,감사,True
3,순하고 촉촉해서 사용하기 좋아요!!!,순하다 촉촉하다,True
-1,좋아요 만족합니다 감사합니다 추천합니다,감사,True
78,좋은제품 잘쓰고 있어요. 재구매 의사 있어요.,의사,True
45,좋아요 감사합니다.,감사,True
51,빠른 배송 만족합니다.,빠르다,True
16,"왁스향이 좋아서 계속 쓰고 있는데요
아무래도 계속 이것만 써야할거 같아요 만족 스러운 제품이라서 계쏙 이것만 쓰고 있습니다 생각보다 순하기도 하고요 다음에도 꼭 여기꺼 써보려고 합니다!
너무 감사드려요
다음에도 살건데 앞으로도 많은 제품 부탁드립니다 감사드려여 굿굿입니다",왁스 계쏙 순하다 다음 감사 다음 부탁 감사,True
45,아주 조아요 잘 쓰고 이#어요 감사합니다 남편 사줬는데 잘 쓰고 이#어요 감사해요 자거지만 잘 쓰고 있어요 감사합니다 여러# 쓸모가 많네요 감사합니다 좋은 제품 팔아주셔서 감사해요 ㅎㅎ 아주 좋아요 감사합니다 잘 쓰겠습니 다,조아요 감사 남편 감사 거지 감사 쓸모 감사 감사 감사,True
78,무난한 제품입니다 재구매의사 있어요.,의사,True
45,"좋아요
부드럽고 감사합니다
잘쓸게요.",감사,True
45,잘 사용하겠스빈다. 감사합니다.,감사,True
3,배송이 빠르게 왔습니다~~,빠르다,True
2,샴푸랑 같이 쓰면 좋아요.무난해요.,샴푸,True
-1,"샴푸 후 꾸준히 사용하고 있어요 
좋아요~~~~~~~~~",샴푸,True
58,"있던데 이 샴푸는 정말 잘 만든 것 같아요~!! 감고나서 깔끔하면서도 머릿결이 엉키는 느낌이 없이 부드러웠어요~ 그리고 정말로 거품이 크림같이 쫀득하고 풍성해요! 향도 거부감 없는 허브향이고 인공향료가 아닌 점도 맘에 들어요~ 무엇보다 탈모증상완화 효과가 있어서 가장 마음에 들었어요~!! 유산균이 들어가서 두피가 건강해질 것 같아요~ 전성분이 착하면서도 모든면에서 만족스러운 제품은 정말 오랜만이네요!!
패키지 디자인도 깔끔하고 산뜻해서 좋았어요",샴푸 머릿결 거품 크림 쫀득하다 풍성 거부감 허브 인공 향료 탈모 증상 완화 효과 유산균 두피 건강 성분 착하다 오랜만 패키지 디자인,True
3,"향이좋아요
사용감도 부드럽습니다
여행갈때 가져가려구 구매했어요
포장도 너무 맘에 들어요",여행,True
-1,향기도 너무 좋고 결도 좋아져서 매일매일 사용하고 있어요,향기,True
51,산뜻하고 가벼워서 좋아요. 배송 빠릅니다.,빠르다,True
45,좋은 제품 감사합니다. 잘 쓰겠습니다,감사,True
58,"있던데 이 샴푸는 정말 잘 만든 것 같아요~!! 감고나서 깔끔하면서도 머릿결이 엉키는 느낌이 없이 부드러웠어요~ 그리고 정말로 거품이 크림같이 쫀득하고 풍성해요! 향도 거부감 없는 허브향이고 인공향료가 아닌 점도 맘에 들어요~ 무엇보다 탈모증상완화 효과가 있어서 가장 마음에 들었어요~!! 유산균이 들어가서 두피가 건강해질 것 같아요~ 전성분이 착하면서도 모든면에서 만족스러운 제품은 정말 오랜만이네요!!
패키지 디자인도 깔끔하고 산뜻해서 좋았어요",샴푸 머릿결 거품 크림 쫀득하다 풍성 거부감 허브 인공 향료 탈모 증상 완화 효과 유산균 두피 건강 성분 착하다 오랜만 패키지 디자인,True
58,"7l있던데 이 샴푸는 정말 잘 만든 것 같아요~!! 감고나서 깔끔하면서도 머릿결이 엉키는 느낌이 없이 부드러웠어요~ 그리고 정말로 거품이 크림같이 쫀득하고 풍성해요! 향도 거부감 없는 허브향이고 인공향료가 아닌 점도 맘에 들어요~ 무엇보다 탈모증상완화 효과가 있어서 가장 마음에 들었어요~!! 유산균이 들어가서 두피가 건강해질 것 같아요~ 전성분이 착하면서도 모든면에서 만족스러운 제품은 정말 오랜만이네요!!
패키지 디자인도 깔끔하고 산뜻해서 좋았어요",샴푸 머릿결 거품 크림 쫀득하다 풍성 거부감 허브 인공 향료 탈모 증상 완화 효과 유산균 두피 건강 성분 착하다 오랜만 패키지 디자인,True
58,"이 샴푸는 정말 잘 만든 것 같아요~!! 감고나서 깔끔하면서도 머릿결이 엉키는 느낌이 없이 부드러웠어요~ 그리고 정말로 거품이 크림같이 쫀득하고 풍성해요! 향도 거부감 없는 허브향이고 인공향료가 아닌 점도 맘에 들어요~ 무엇보다 탈모증상완화 효과가 있어서 가장 마음에 들었어요~!! 유산균이 들어가서 두피가 건강해질 것 같아요~ 전성분이 착하면서도 모든면에서 만족스러운 제품은 정말 오랜만이네요!!
패키지 디자인도 깔끔하고 산뜻해서 좋았어요",샴푸 머릿결 거품 크림 쫀득하다 풍성 거부감 허브 인공 향료 탈모 증상 완화 효과 유산균 두피 건강 성분 착하다 오랜만 패키지 디자인,True
-1,향기도 너무 좋고 결도 좋아져서 매일매일 사용하고 있어요,향기,True
3,샴푸랑 같이 주문했고 좀 차분해지는 느낌이예요,샴푸,True
2,다른 샴푸를 쓰면 트리트먼트를 써도 머리가 부시시하고 뻣뻣했는데 이 샴푸는 두피에 자극이 없고 머릿결이 매끈해져서 머리를 빗을때도 빠지는게 적고 말릴때도 부드러워서 몇통째 구매해서 사용중입니다 그리고 향도 미용실에서 쓰는 것처럼 좋아요,샴푸 트리트먼트 머리 샴푸 두피 자극 머릿결 머리 미용실,True
58,"있던데 이 샴푸는 정말 잘 만든 것 같아요~!! 감고나서 깔끔하면서도 머릿결이 엉키는 느낌이 없이 부드러웠어요~ 그리고 정말로 거품이 크림같이 쫀득하고 풍성해요! 향도 거부감 없는 허브향이고 인공향료가 아닌 점도 맘에 들어요~ 무엇보다 탈모증상완화 효과가 있어서 가장 마음에 들었어요~!! 유산균이 들어가서 두피가 건강해질 것 같아요~ 전성분이 착하면서도 모든면에서 만족스러운 제품은 정말 오랜만이네요!!
패키지 디자인도 깔끔하고 산뜻해서 좋았어요",샴푸 머릿결 거품 크림 쫀득하다 풍성 거부감 허브 인공 향료 탈모 증상 완화 효과 유산균 두피 건강 성분 착하다 오랜만 패키지 디자인,True
2,마리가 곱슬이라 부시시한데 이 샴푸 쓰면서 차분해 졌어요. 재 구매 합니다,샴푸,True
3,샴푸 만으로도 부스스함이 좀 가라 앉는거 같긴한데 조금더 써보려고요,샴푸,True
2,상쾌한 느낌의 향이 좋았구요 샴푸만으로도 훌륭합니다..계속 써볼려구요.,샴푸,True
3,향도 좋고 샴푸후 부드럽기도 ~~~재구매했어요,샴푸,True
29,"샴푸는 첨인데
아직사용전이라 
부드러웠으면 하네요",샴푸,True
67,무난히 사용하기 괜찮은거 같아요 좋아요 잘 받았습니다 무난히 사용하기 괜찮은거 같아요 좋아요 잘 받았습니다 무난히 사용하기 괜찮은거 같아요 좋아요 잘 받았습니다 무난히 사용하기 괜찮은거 같아요 좋아요 잘 받았습니다,괜찮다 괜찮다 괜찮다 괜찮다,True
34,잘받았습니다 감사합니다,감사,True
3,"굿 마음에 들어요 잘산거같아요^^
다음에 또사야겠어요",다음,True
3,"좋은 가격에 잘 구매했습니다
배송도 빠르네요",빠르다,True
3,만독합니다 배송빨라용 가음에 떠 주문할께용,빠르다,True
3,"아직 안꺼봐서 모르겠어요
배송은 빠르네요",빠르다,True
5,겨울에 사용하기좋아요,겨울,True
45,좋았습니다아.감사합니다. 저에게 딱 맞았어요,감사,True
45,흠. 잘 받았습니다 감사합니다,감사,True
3,너무너무너무 좋아요 얇게펴바르면 티도안나고 옷에안묻어서좋네요 배송도빠릅니다,빠르다,True
51,"만족합니다 만족합니다.

배송이 빨라요.",빠르다,True
34,잘쓰겠습니다 감사합니다잘쓰겠습니다 감사합니다,감사 감사,True
3,배송 빨라서 좋아요,빠르다,True
3,빠른배송 잘 받았습니다,빠르다,True
34,잘써볼게요 감사합니다,감사,True
55,"색이 변하면서 발색되는 제품 입니다 
초반 결착이 잘 안되서 펌프가 튀어 나와 있었고 
리필 부분몸통이 잘 들어가도록 펌프아래 리필몸체를 확실하게 밀어야 했습니다 
케이스 하단을 돌리면 펌프가 올라오는 구조인데
이구조 펌프입구내용물이 묻어 지저분합니다
또한 펌프가 몸체보다 안에있고 나오는 높이가 높지않아 펌핑시 모서리가 거슬립니다
색상은 저에게는 조금 많이 노랗게 표현되는 것 같습니다
커버는 살짝 있습니다
모공끼임 있구요 
각질부각 있습니다
눈썹 수염에 끼어 티가 납니다
향은 복숭아향 비슷하게 나구요 
약간 번들거림 느낌으로 피부표현이됩니다 
손으로 바를때 바르고 지나간 자리에 손자국이 남고 마무리가 뽀송하지않습니다
백탁심한 선크림보다는 티안나게 쓰기 좋았습니다",초반 펌프 리필 몸통 펌프 아래 리필 몸체 케이스 하단 펌프 구조 구조 펌프 입구 내용물 펌프 몸체 높이 펌핑 모서리 색상 표현 커버 모공 각질 부각 눈썹 수염 복숭아 피부 표현 자리 손자국 마무리 뽀송 크림,True
3,"재구매 의사있어요

끈적거림 없어 좋아요",의사,True
-1,온가족이 모두 쓰는 제품으로 잘 구매했어요!,가족,True
-1,좋은제품감사합니다.,감사,True
3,배송 빠르고 꼼꼼하게 잘왔어요 잘쓸게요,빠르다,True
3,배송 빠르고 꼼꼼하게 잘왔어요 잘쓸게요,빠르다,True
3,만족스럽습니다 제 피부에 잘 맞아요 잘 사용하고있습니다,피부,True
3,"빠른배송으로 잘받아보았습니다 
잘 사용할께요",빠르다,True
3,배송 빠르고 좋아요,빠르다,True
25,모든 피부톤에서 사용할 수 있다는 점이 너무 마음에 들어요!,피부,True
51,배송 빠르고 좋아요. 좀 떠써봐야 알것같아요.,빠르다,True
3,시원하고 청량게 피부에닿아 상큼하게 잘쓰고있어요,피부,True
3,피부에 잘맞아 꾸준히 사용하고 있어요,피부,True
3,배송도 빠르고 상품도 좋아요 항상 믿고 구매 해요,빠르다,True
3,피부에 잘맞아 꾸준히 사용하고 있어요,피부,True
51,배송도 빠르고 좋습니다.,빠르다,True
34,"선물드렸는데 좋아해요~~~
잘쓰겠습니다
감사합니다",감사,True
3,"피부가좋아진것같아요
강추드려요
또바요",피부,True
-1,잘 쓰고있어요 맘에 듭니다 재구매 의사 있어요,의사,True
34,꾸준히 잘 사용하고 있습니다 감사합니다,감사,True
34,"항상 잘 사용하고 있습니다
감사합니다..",감사,True
59,조아요 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,조아,True
4,촉촉하고 좋아요~ 매번쓰는제품입니다~ 좋은가격에 잘샀어요! 마음에 듭니다! 배송도 무지 빨랐어요,빠르다,True
34,"항상 잘 사용하고 있습니다
감사합니다..",감사,True
-1,최고에요 항상 써도 매일 좋아요 재구매의사 있어요,의사,True
1,확실히 사용하고 나면 피부가 보드라워요.,피부,True
3,"피부가 갈수록 넘 좋아졌어요👍
추천해드리고 싶어요~",피부,True
3,너무 좋아서 항상 구매하고있어요 배송도 빠르고 좋아요,빠르다,True
-1,항상 쓰고있는 제품입니다 촉촉하고 피부가 탄탄해지는 느낌이랄까요 써보니 너무 좋아요,피부,True
3,언제나처럼 피부에 잘 맞는 제품이에요,피부,True
1,"오랜 기간 사용하고있는 화장품입니다.
가격만 조금 싸게해주면~",화장품,True
3,"배송빠르고 만족합니다
항상 바르는거에요",빠르다,True
12,"아빠 화장품으로 꾸준히 사드리고 있는 제품이에요. 양이 좀 적은게 가장 큰 단점이지만...질은 확실히 다른 남성제품보다 뛰어나요.
남자화장품도 스킨, 로션 합쳐서 하나로 바르는 라인이 있으연 좋겠어요. 두개 바르기 귀찮다고 하는 남자들이 많아서요ㅎㅎ",아빠 화장품 단점 남성 뛰어나다 남자 화장품 스킨 로션 라인 귀찮다 남자,True
12,"남편이 항상 쓰는 화장품입니다.
떨어지기도 전에 사달라고 해서 항상 구입해놓곤해요.
남편피부가 좀 건조한편인데...
설화수본윤 남성화장품쓴이후로 피부가 촉촉해졋다고 좋아해요.
남들도 보고 젊어졋다고하니 넘 좋아해요.",남편 화장품 구입 남편 피부 건조 설화 남성 화장품 이후 피부,True
81,선물용으로 구매했습니다~ 다음에 또 구매하겠습니다.,다음,True
27,"저녁에 듬뿍 발르고 자면 아침꺼지 촉촉해요. 화장도 잘 되고. 요즘 같은 건조한 날씨엔 필수품인듯. 
아침에 발라도 과하지 않아서. 아침엔 얇게. 저녁엔 듬뿍 바르규 있습니다. 박스안 구성품도 너무 알차네요. 잘 쓸께요",저녁 아침 촉촉하다 화장 요즘 건조 날씨 필수품 아침 과하다 아침 저녁 구성 알차다,True
25,"오랜기간늘
사용하는제품입니다
피부가맑아져서
너무좋아요",피부,True
3,"좋은제품 싸게 잘 샀어요
제 피부엔 너무 잘 맞아요",피부,True
3,자기 전에 바르면 다음날 촉촉해요 좋아요,다음,True
4,설화수 샘플 사용해보고 자음생 2종 세트 구입했어요 추석을 맞이해서 할인도 많이 들어가서 저렴하게 구입했네요 근데 할인하니까 샘플 추가 증정은 안 된다고 나와서 그게 조금 아쉬웠어요 그래도 품질은 최고라고 생각하고 있어요 잘 사용할게요,설화 샘플 자음 세트 구입 추석 할인 저렴하다 구입 할인 샘플 추가 증정 품질,True
4,예~~~~전에 쓰고 비싸서 못샀는데 할인 해서 다시 구입했어요.,비싸다 할인 구입,True
4,행사할 때에 잘 구매했습니다. 감사합니다.,감사,True
1,"감사합니다 좋아요 좋아요 👍🏻 

Супер пенка 

Запах восхитительный ,но немного сушит кожу 

У меня сухой тип кожи ,поэтому я после умывание с этой пенкой сразу в течение 6ти секунд наношу средство тоник эмульсию 

Но мне нравится эта пенка из всех какие я использовала",감사,True
-1,몇년째 계속 사용하고 있는데 순하고 촉촉해요.,순하다 촉촉하다,True
3,배송도 빠르고 언제나 만족하면서 쓰고 있어요,빠르다,True
-1,샘플만 사용하다가 아직 많은데도 샘플로션은 손에 덜어쓰는게 너무 불편해서 본품으로 구입했어요 스킨 사용후 화장솜에 덜어서 발라주면 촉촉하고 좋아요 건조한계절에는 보습이 한번 더 되어 좋고 여름에는 에센스 생략하고 수분크림으로 넘어가도 충분해서 좋습니다,샘플 샘플 로션 불편 구입 스킨 화장 건조 계절 보습 여름 에센스 생략 수분 크림,True
3,제품 좋아요 잘 사용했습니다 배송도 빨라요,빠르다,True
-1,너무너무 좋은 화장품 입니다😊😊😊,화장품,True
3,제가 제일 좋아하슨 토ㄴㅓ에요ㅋㅋㅋ 그냥향도좋고 피부도ㅇ좋아지는느낌,피부,True
-1,너무너무 좋은 화장품 입니다😊😊😊,화장품,True
