Topic,Count,Name,Representation,Representative_Docs
58,42,58_유산균_향료_허브_인공,"['유산균', '향료', '허브', '인공', '풍성', '쫀득하다', '거부감', '완화', '증상', '오랜만']","['샴푸 머릿결 거품 크림 쫀득하다 풍성 거부감 허브 인공 향료 탈모 증상 완화 효과 유산균 두피 건강 성분 착하다 오랜만 패키지 디자인', '샴푸 머릿결 거품 크림 쫀득하다 풍성 거부감 허브 인공 향료 탈모 증상 완화 효과 유산균 두피 건강 성분 착하다 오랜만 패키지 디자인', '샴푸 머릿결 거품 크림 쫀득하다 풍성 거부감 허브 인공 향료 탈모 증상 완화 효과 유산균 두피 건강 성분 착하다 오랜만 패키지 디자인']"
59,42,59_조아_촉촉하다_오랜만_한동안,"['조아', '촉촉하다', '오랜만', '한동안', '무난하다', '오딧세이', '히알루론산', '젤리', '바쁘다', '에이치']","['조아', '조아', '조아']"
60,42,60_체크_이상_행복_수부,"['체크', '이상', '행복', '수부', '조아', '샘플', '엄마', '데일리', '건조', '']","['허울 야디머괴 애시 자시아함 행복 오색 고양 것이믈 모시핼 깅뇨 이소리 하깅 나빙 깅모 시뢰쇡 요호자 미아', '조앙 전위 비봉 어느느 오라이 오랑 조았 레이싱 이상 체크 오이썬캐처', '조앙 전위 비봉 어느느 오라이 오랑 조았 레이싱 이상 체크 오이썬캐처']"
61,41,61_여름_시원하다_가능_프레쉬,"['여름', '시원하다', '가능', '프레쉬', '청량감', '추가', '분사', '두피', '부담', '기름지다']","['여름', '여름', '여름']"
62,41,62_향수_종류_고체_매력,"['향수', '종류', '고체', '매력', '저녁', '마법', '브이', '염려', '타임', '바디']","['테이크 우드 향수 구입 바디 헤어 향수 구입 남녀', '요새 우드 처음 헤어 오일 샴푸 향수 향수 종류 고급 다르다', '요새 우드 처음 헤어 오일 샴푸 향수 향수 종류 고급 다르다']"
63,40,63_리파이너_로맨틱_오딧세이_스킨,"['리파이너', '로맨틱', '오딧세이', '스킨', '흡수', '에멀젼', '에멀', '이너', '블랙', '이벤트']","['오딧세이 로맨틱 스킨 리파이너 흡수', '오딧세이 로맨틱 스킨 리파이너 흡수', '오딧세이 로맨틱 스킨 리파이너 흡수']"
64,40,64_리필_환경_플라스틱_비닐,"['리필', '환경', '플라스틱', '비닐', '종이', '쓰레기', '라보', '저렴하다', '에이치', '예방']","['리필 환경 플라스틱 리필 용량 괜찮다 빠르다 저렴하다', '리필 리필 리필 플라스틱 용기 환경 용량 저렴하다', '리필 리필 리필 플라스틱 용기 환경 용량 저렴하다']"
65,38,65_스프레이_분사_타입_낭비,"['스프레이', '분사', '타입', '낭비', '예전', '뚜껑', '불편', '미스트', '포함', '스킨']","['스프레이 순간 스프레이 힘들다 순하다', '쫀득하다 스프레이 불편 스프레이 추가 스프레이 스프레이 촉촉하다 요즘 건조', '쫀득하다 스프레이 불편 스프레이 추가 스프레이 스프레이 촉촉하다 요즘 건조']"
66,38,66_프로바이오틱스_세라마이드_세트_구성,"['프로바이오틱스', '세라마이드', '세트', '구성', '에멀', '흡수', '소프너', '에멀젼', '기획', '앰플']","['프로바이오틱스 세라마이드 세트 구성 흡수', '프로바이오틱스 세라마이드 세트 흡수', '프로바이오틱스 세라마이드 세트']"
67,37,67_괜찮다_여자_충분하다_효과,"['괜찮다', '여자', '충분하다', '효과', '친구', '깔끔', '편하다', '번창', '세정', '아크']","['괜찮다 괜찮다 괜찮다 괜찮다 괜찮다 괜찮다 괜찮다 괜찮다 괜찮다 괜찮다 괜찮다 괜찮다', '괜찮다 괜찮다 괜찮다 괜찮다', '괜찮다 괜찮다 괜찮다 괜찮다 괜찮다 괜찮다 괜찮다 괜찮다 괜찮다 괜찮다 괜찮다 괜찮다']"
68,37,68_유튜브_유튜버_영상_친구,"['유튜브', '유튜버', '영상', '친구', '신랑', '광고', '저렴하다', '마찬가지', '챱챱', '소식']","['원지 유튜브 결국 콜라 로션 부담 백색 원지 리뷰 유튜브 내용', '유튜브', '유튜브']"
69,36,69_중독_고체_우수_액체,"['중독', '고체', '우수', '액체', '용량', '거품', '감사', '가성비', '챱챱', '냄새']","['용량 휴대 고체 향수 걱정 챱챱 완성 다음', '향수 액체 고체 액체 고체 바질 빠르다 지인', '향수 액체 고체 액체 고체 바질 빠르다 지인']"
70,36,70_가족_순하다_진심_어른,"['가족', '순하다', '진심', '어른', '머리', '꾸덕', '가능', '노출', '레티노', '두말']","['가족 함꼐', '가족', '가족 가족 가족 가족 가족']"
71,36,71_머스크_장미_가입_명절,"['머스크', '장미', '가입', '명절', '바디워시', '패키지', '가성비', '장단점', '미니', '이벤트']","['멤버십 가입 구입 향기 순하다 우디 패키지 비누 바디 로션 핸드 크림 지인 괜찮다 세트 홍보 브랜드', '진하다 거품 머스크 바디워시 가성비 용량 불편 장단점', '진하다 거품 머스크 바디워시 가성비 용량 불편 장단점']"
72,35,72_흡수_얼굴_일반_세상,"['흡수', '얼굴', '일반', '세상', '표면', '건성', '수분', '어플', '잔주름', '손가락']","['흉터 냄새 괜찮다 건성 촉촉하다 수분 얼굴', '얼굴 건조 잔주름 어플 구입 흡수 수분 바르다 수분 크림 건조 조금', '얼굴 건조 잔주름 어플 구입 흡수 수분 바르다 수분 크림 건조 조금']"
73,35,73_용품_테이크_바디_피그,"['용품', '테이크', '바디', '피그', '향수', '여행', '헤어', '바디워시', '우디', '우드']","['테이크 바디 용품 테이크 바디 용품 테이크 바디 용품 여행 여행', '테이크 바디 용품 여행 향수 테이크 바디 용품 테이크 바디 용품', '테이크 바디 용품 여행 향수 테이크 바디 용품 테이크 바디 용품']"
74,34,74_반신반의_교환_미니_키트,"['반신반의', '교환', '미니', '키트', '스포이드', '세트', '에이피', '냉장고', '슬리핑', '형식']","['건조 심하다 반신반의 세안 미스트 간편하다 건조 건성 스킨 지성 복합', '반신반의 기대 이상 크기 실망 냉장고 빠르다 착하다 감사', '반신반의 기대 이상 크기 실망 냉장고 빠르다 착하다 감사']"
75,34,75_퍼펙트_세럼_기획_광채,"['퍼펙트', '세럼', '기획', '광채', '세트', '시그니처', '주름', '탄력', '기억', '오픈']","['퍼펙트 세럼 어드밴스드 기획 세트 세럼 신기하다 진하다 피부 보습 주름 광채 도움 기대 촉촉하다', '퍼펙트 세럼 어드밴스드 기획 세트 비타민 잡티 크림 퍼펙트 세럼 어드밴스드 기획 세트 퍼펙트 세럼 어드밴스드 기획 세트', '퍼펙트 세럼 어드밴스드 기획 세트 비타민 잡티 크림 퍼펙트 세럼 어드밴스드 기획 세트 퍼펙트 세럼 어드밴스드 기획 세트']"
76,33,76_스페셜_세트_오딧세이_블랙,"['스페셜', '세트', '오딧세이', '블랙', '기획', '구성', '고급', '흡수', '활용도', '안성맞춤']","['오딧세이 블랙 스페셜 기획 세트 세트 구성 고급 흡수', '오딧세이 블랙 스페셜 기획 세트 세트 구성 고급 흡수', '오딧세이 블랙 스페셜 기획 세트 세트 구성 고급 흡수']"
77,32,77_염색_오래_맛사지_낭비,"['염색', '오래', '맛사지', '낭비', '특화', '바램', '자리', '오전', '뱅크', '베스트']","['새치 염색 염색약 낭비 염색 빠르다 시간 색상 자연', '새치 스트레스 염색약 염색 베스트셀러 염색 가성비 이용 오래 동안 베스트 자리 유지', '새치 스트레스 염색약 염색 베스트셀러 염색 가성비 이용 오래 동안 베스트 자리 유지']"
78,32,78_의사_감사_구입_머릿결,"['의사', '감사', '구입', '머릿결', '브랜드', '데일리', '공급', '순하다', '저렴하다', '처음']","['의사 의사 재구매의사닜어요 의사 의사 의사 의사 의사 의사 의사', '의사 재구먀의사 의사 있너요 쟈구매의사있어뇨 의사 잇너뇨 좋어뇨 재구먀의사있너뇨 좋너요 재구먀의사 있어뇨', '의사']"
79,31,79_닦토_쿠션_피부_부각,"['닦토', '쿠션', '피부', '부각', '표면', '틴트', '방식', '입술', '기대감', '베스트']","['지난번 어메이징 민트 클렌징 샘플 스킨 닦토 피부 표면 정리 닦토 피부 화장', '지난번 어메이징 민트 클렌징 샘플 스킨 닦토 피부 표면 정리 닦토 피부 화장', '종류 틴트 립스틱 시간 각질 부각 틴트 시간 건조 각질 부각 발림 입술 피부 안쪽 수분 바세린 호호바 에센스 직후 마무리 자체 아쉬움 색상 디자인 예쁘다 지문 자국 유행 재질 디자인 인생 틴트 입술 건조 누디']"
80,31,80_키트_사이즈_미니_휴대,"['키트', '사이즈', '미니', '휴대', '헤어', '보관', '패키징', '출시', '우드', '향수']","['패키징 사이즈 보관 헤어 키트 향수 키트 우드 미니 사이즈 키트 출시 휴대 사이즈', '패키징 사이즈 보관 헤어 키트 향수 키트 우드 미니 사이즈 키트 출시 휴대 사이즈', '패키징 사이즈 보관 헤어 키트 향수 키트 우드 미니 사이즈 키트 출시 휴대 사이즈']"
81,30,81_다음_부탁_친구_촉촉하다,"['다음', '부탁', '친구', '촉촉하다', '금액', '애정', '할인', '기회', '발림', '처음']","['다음', '다음', '다음']"
82,30,82_워터_앰플_수분_대나무,"['워터', '앰플', '수분', '대나무', '라보', '튜브', '에이치', '클리닉', '토너', '각질']","['시코르 라보 에이치 워터 스케일 거품 괜찮다 워터 제형 정신 주의', '라보 에이치 댄드러프 클리닉 워터 스케일 탈모 증상 완화 두피 건조 각질 고민 두피 관리 각질 진정 반복 각질 각질 관심 워터 스케일', '라보 에이치 댄드러프 클리닉 워터 스케일 탈모 증상 완화 두피 건조 각질 고민 두피 관리 각질 진정 반복 각질 각질 관심 워터 스케일']"
83,30,83_밀크_바디_베이비_바스,"['밀크', '바디', '베이비', '바스', '해피', '파우더', '순하다', '로션', '바디워시', '바나나']","['해피 바스 순하다 바디 밀크 후기 해피 바스 순하다 바디 밀크 처음 바디 밀크 순하다 바디 밀크 종류 애플 바나나 베이비 파우더 용량 편하다', '해피 바스 순하다 바디 밀크 베이비 파우더 구입 바디 밀크 구입 순하다 바디 밀크 구입 빠르다 안전 용량 기한 기존 바디 로션 후기', '해피 바스 바디 밀크 베이비 파우더 바디 로션 이름 순하다 다음 바디 밀크']"
